LOC_NAME,LOC_DESC,SYS_SAMPLE_CODE,SYS_LOC_CODE,SAMPLE_DATE,MATRIX_CODE,FIELD_SDG,LAB_SDG,CAS_RN,CHEMICAL_NAME,DETECT_FLAG,REPORT_RESULT_TEXT,RESULT_NUMERIC,REPORT_RESULT_LIMIT,METHOD_DETECTION_LIMIT,REPORTING_DETECTION_LIMIT,LAB_QUALIFIERS,PPT_unit,REMARK_1,REMARK_2,LOC_TYPE,LOC_TYPE_2,dt_location_loc_name,LOC_PURPOSE
11930,Four Mile Fire Protection District,11930-RW01,11930-RW01,2020/04/27 11:35:00,W,320-60561,320-60561,919005-14-4,"4,8-dioxa-3H-perfluorononanoic acid (ADONA)",N,ND,,1.8,0.17,1.8,U,ppt,Fire Station,Fire Station,RW,RAW,11930,FS
11930,Four Mile Fire Protection District,11930-RW01,11930-RW01,2020/04/27 11:35:00,W,320-60561,,PFAS_PFOS,"PFOS and PFOA, Total Combined",Y,650,650,,,,,ppt,Fire Station,Fire Station,RW,RAW,11930,FS
11930,Four Mile Fire Protection District,11930-RW01,11930-RW01,2020/04/27 11:35:00,W,320-60561,,TOTAL_PFAS,Total PFAS,Y,2460.57,2460.57,,,,,ppt,Fire Station,Fire Station,RW,RAW,11930,FS
12312,Eaton Fire Protection District,12312-EP01,12312-EP01,2020/04/17 10:30:00,W,320-60282,320-60282,13252-13-6,Hexafluoropropylene oxide dimer acid,N,ND,,1.8,0.46,1.8,U,ppt,Fire Station,Fire Station,EP,ENTRY POINT,12312,FS
12312,Eaton Fire Protection District,12312-EP01,12312-EP01,2020/04/17 10:30:00,W,320-60282,320-60282,1763-23-1,Perfluorooctanesulfonic acid (PFOS),N,ND,,1.8,0.46,1.8,U,ppt,Fire Station,Fire Station,EP,ENTRY POINT,12312,FS
12312,Eaton Fire Protection District,12312-EP01,12312-EP01,2020/04/17 10:30:00,W,320-60282,320-60282,2058-94-8,Perfluoroundecanoic acid (PFUnA),N,ND,,1.8,0.46,1.8,U,ppt,Fire Station,Fire Station,EP,ENTRY POINT,12312,FS
12312,Eaton Fire Protection District,12312-EP01,12312-EP01,2020/04/17 10:30:00,W,320-60282,320-60282,2355-31-9,N-methyl perfluorooctanesulfonamidoacetic acid (MeFOSAA),N,ND,,1.8,0.46,1.8,U,ppt,Fire Station,Fire Station,EP,ENTRY POINT,12312,FS
12312,Eaton Fire Protection District,12312-EP01,12312-EP01,2020/04/17 10:30:00,W,320-60282,320-60282,2991-50-6,N-ethyl perfluorooctanesulfonamidoacetic acid (EtFOSAA),N,ND,,1.8,0.46,1.8,U,ppt,Fire Station,Fire Station,EP,ENTRY POINT,12312,FS
12312,Eaton Fire Protection District,12312-EP01,12312-EP01,2020/04/17 10:30:00,W,320-60282,320-60282,307-24-4,Perfluorohexanoic acid (PFHxA),N,ND,,1.8,0.46,1.8,U,ppt,Fire Station,Fire Station,EP,ENTRY POINT,12312,FS
12312,Eaton Fire Protection District,12312-EP01,12312-EP01,2020/04/17 10:30:00,W,320-60282,320-60282,307-55-1,Perfluorododecanoic acid (PFDoA),N,ND,,1.8,0.46,1.8,U,ppt,Fire Station,Fire Station,EP,ENTRY POINT,12312,FS
12312,Eaton Fire Protection District,12312-EP01,12312-EP01,2020/04/17 10:30:00,W,320-60282,320-60282,335-67-1,Perfluorooctanoic acid (PFOA),N,ND,,1.8,0.46,1.8,U,ppt,Fire Station,Fire Station,EP,ENTRY POINT,12312,FS
12312,Eaton Fire Protection District,12312-EP01,12312-EP01,2020/04/17 10:30:00,W,320-60282,320-60282,335-76-2,Perfluorodecanoic acid (PFDA),N,ND,,1.8,0.46,1.8,U,ppt,Fire Station,Fire Station,EP,ENTRY POINT,12312,FS
12312,Eaton Fire Protection District,12312-EP01,12312-EP01,2020/04/17 10:30:00,W,320-60282,320-60282,355-46-4,Perfluorohexanesulfonic acid (PFHxS),N,ND,,1.8,0.46,1.8,U,ppt,Fire Station,Fire Station,EP,ENTRY POINT,12312,FS
12312,Eaton Fire Protection District,12312-EP01,12312-EP01,2020/04/17 10:30:00,W,320-60282,320-60282,375-73-5,Perfluorobutanesulfonic acid (PFBS),N,ND,,1.8,0.46,1.8,U,ppt,Fire Station,Fire Station,EP,ENTRY POINT,12312,FS
12312,Eaton Fire Protection District,12312-EP01,12312-EP01,2020/04/17 10:30:00,W,320-60282,320-60282,375-85-9,Perfluoroheptanoic acid (PFHpA),N,ND,,1.8,0.46,1.8,U,ppt,Fire Station,Fire Station,EP,ENTRY POINT,12312,FS
12312,Eaton Fire Protection District,12312-EP01,12312-EP01,2020/04/17 10:30:00,W,320-60282,320-60282,375-95-1,Perfluorononanoic acid (PFNA),N,ND,,1.8,0.46,1.8,U,ppt,Fire Station,Fire Station,EP,ENTRY POINT,12312,FS
12312,Eaton Fire Protection District,12312-EP01,12312-EP01,2020/04/17 10:30:00,W,320-60282,320-60282,376-06-7,Perfluorotetradecanoic (PFTeA),N,ND,,1.8,0.46,1.8,U,ppt,Fire Station,Fire Station,EP,ENTRY POINT,12312,FS
12312,Eaton Fire Protection District,12312-EP01,12312-EP01,2020/04/17 10:30:00,W,320-60282,320-60282,72629-94-8,Perfluorotridecanoic acid (PFTriA),N,ND,,1.8,0.46,1.8,U,ppt,Fire Station,Fire Station,EP,ENTRY POINT,12312,FS
12312,Eaton Fire Protection District,12312-EP01,12312-EP01,2020/04/17 10:30:00,W,320-60282,320-60282,756426-58-1,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid (9Cl-PF3ONS),N,ND,,1.8,0.46,1.8,U,ppt,Fire Station,Fire Station,EP,ENTRY POINT,12312,FS
12312,Eaton Fire Protection District,12312-EP01,12312-EP01,2020/04/17 10:30:00,W,320-60282,320-60282,763051-92-9,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid (11Cl-PF3OUdS),N,ND,,1.8,0.46,1.8,U,ppt,Fire Station,Fire Station,EP,ENTRY POINT,12312,FS
12312,Eaton Fire Protection District,12312-EP01,12312-EP01,2020/04/17 10:30:00,W,320-60282,320-60282,919005-14-4,"4,8-dioxa-3H-perfluorononanoic acid (ADONA)",N,ND,,1.8,0.46,1.8,U,ppt,Fire Station,Fire Station,EP,ENTRY POINT,12312,FS
12312,Eaton Fire Protection District,12312-EP01,12312-EP01,2020/04/17 10:30:00,W,320-60282,,PFAS_PFOS,"PFOS and PFOA, Total Combined",N,ND,,,,,,ppt,Fire Station,Fire Station,EP,ENTRY POINT,12312,FS
12312,Eaton Fire Protection District,12312-EP01,12312-EP01,2020/04/17 10:30:00,W,320-60282,,TOTAL_PFAS,Total PFAS,N,ND,,,,,,ppt,Fire Station,Fire Station,EP,ENTRY POINT,12312,FS
12570,Hale Fire & Rescue Department (Yuma County Fire Protection District),12570-RW01,12570-RW01,2020/04/19 15:17:00,W,320-60517,320-60517,13252-13-6,Hexafluoropropylene oxide dimer acid,N,ND,,3.7,1.4,3.7,U,ppt,Fire Station,Fire Station,RW,RAW,12570,FS
12570,Hale Fire & Rescue Department (Yuma County Fire Protection District),12570-RW01,12570-RW01,2020/04/19 15:17:00,W,320-60517,320-60517,1763-23-1,Perfluorooctanesulfonic acid (PFOS),N,ND,,1.9,0.50,1.9,U,ppt,Fire Station,Fire Station,RW,RAW,12570,FS
12570,Hale Fire & Rescue Department (Yuma County Fire Protection District),12570-RW01,12570-RW01,2020/04/19 15:17:00,W,320-60517,320-60517,2058-94-8,Perfluoroundecanoic acid (PFUnA),N,ND,,1.9,1.0,1.9,U,ppt,Fire Station,Fire Station,RW,RAW,12570,FS
12570,Hale Fire & Rescue Department (Yuma County Fire Protection District),12570-RW01,12570-RW01,2020/04/19 15:17:00,W,320-60517,320-60517,2355-31-9,N-methyl perfluorooctanesulfonamidoacetic acid (MeFOSAA),N,ND,,19,2.9,19,U,ppt,Fire Station,Fire Station,RW,RAW,12570,FS
12570,Hale Fire & Rescue Department (Yuma County Fire Protection District),12570-RW01,12570-RW01,2020/04/19 15:17:00,W,320-60517,320-60517,2991-50-6,N-ethyl perfluorooctanesulfonamidoacetic acid (EtFOSAA),N,ND,,19,1.8,19,U,ppt,Fire Station,Fire Station,RW,RAW,12570,FS
12570,Hale Fire & Rescue Department (Yuma County Fire Protection District),12570-RW01,12570-RW01,2020/04/19 15:17:00,W,320-60517,320-60517,307-24-4,Perfluorohexanoic acid (PFHxA),N,ND,,1.9,0.54,1.9,U,ppt,Fire Station,Fire Station,RW,RAW,12570,FS
12570,Hale Fire & Rescue Department (Yuma County Fire Protection District),12570-RW01,12570-RW01,2020/04/19 15:17:00,W,320-60517,320-60517,307-55-1,Perfluorododecanoic acid (PFDoA),N,ND,,1.9,0.51,1.9,U,ppt,Fire Station,Fire Station,RW,RAW,12570,FS
12570,Hale Fire & Rescue Department (Yuma County Fire Protection District),12570-RW01,12570-RW01,2020/04/19 15:17:00,W,320-60517,320-60517,335-67-1,Perfluorooctanoic acid (PFOA),N,ND,,1.9,0.79,1.9,U,ppt,Fire Station,Fire Station,RW,RAW,12570,FS
12570,Hale Fire & Rescue Department (Yuma County Fire Protection District),12570-RW01,12570-RW01,2020/04/19 15:17:00,W,320-60517,320-60517,335-76-2,Perfluorodecanoic acid (PFDA),N,ND,,1.9,0.29,1.9,U,ppt,Fire Station,Fire Station,RW,RAW,12570,FS
12570,Hale Fire & Rescue Department (Yuma County Fire Protection District),12570-RW01,12570-RW01,2020/04/19 15:17:00,W,320-60517,320-60517,355-46-4,Perfluorohexanesulfonic acid (PFHxS),Y,0.23,0.23,1.9,0.16,1.9,JB,ppt,Fire Station,Fire Station,RW,RAW,12570,FS
12570,Hale Fire & Rescue Department (Yuma County Fire Protection District),12570-RW01,12570-RW01,2020/04/19 15:17:00,W,320-60517,320-60517,375-73-5,Perfluorobutanesulfonic acid (PFBS),N,ND,,1.9,0.19,1.9,U,ppt,Fire Station,Fire Station,RW,RAW,12570,FS
12570,Hale Fire & Rescue Department (Yuma County Fire Protection District),12570-RW01,12570-RW01,2020/04/19 15:17:00,W,320-60517,320-60517,375-85-9,Perfluoroheptanoic acid (PFHpA),N,ND,,1.9,0.23,1.9,U,ppt,Fire Station,Fire Station,RW,RAW,12570,FS
12570,Hale Fire & Rescue Department (Yuma County Fire Protection District),12570-RW01,12570-RW01,2020/04/19 15:17:00,W,320-60517,320-60517,375-95-1,Perfluorononanoic acid (PFNA),N,ND,,1.9,0.25,1.9,U,ppt,Fire Station,Fire Station,RW,RAW,12570,FS
12570,Hale Fire & Rescue Department (Yuma County Fire Protection District),12570-RW01,12570-RW01,2020/04/19 15:17:00,W,320-60517,320-60517,376-06-7,Perfluorotetradecanoic (PFTeA),N,ND,,1.9,0.27,1.9,U,ppt,Fire Station,Fire Station,RW,RAW,12570,FS
12570,Hale Fire & Rescue Department (Yuma County Fire Protection District),12570-RW01,12570-RW01,2020/04/19 15:17:00,W,320-60517,320-60517,72629-94-8,Perfluorotridecanoic acid (PFTriA),N,ND,,1.9,1.2,1.9,U,ppt,Fire Station,Fire Station,RW,RAW,12570,FS
12570,Hale Fire & Rescue Department (Yuma County Fire Protection District),12570-RW01,12570-RW01,2020/04/19 15:17:00,W,320-60517,320-60517,756426-58-1,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid (9Cl-PF3ONS),N,ND,,1.9,0.22,1.9,U,ppt,Fire Station,Fire Station,RW,RAW,12570,FS
12570,Hale Fire & Rescue Department (Yuma County Fire Protection District),12570-RW01,12570-RW01,2020/04/19 15:17:00,W,320-60517,320-60517,763051-92-9,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid (11Cl-PF3OUdS),N,ND,,1.9,0.30,1.9,U,ppt,Fire Station,Fire Station,RW,RAW,12570,FS
12570,Hale Fire & Rescue Department (Yuma County Fire Protection District),12570-RW01,12570-RW01,2020/04/19 15:17:00,W,320-60517,320-60517,919005-14-4,"4,8-dioxa-3H-perfluorononanoic acid (ADONA)",N,ND,,1.9,0.17,1.9,U,ppt,Fire Station,Fire Station,RW,RAW,12570,FS
12570,Hale Fire & Rescue Department (Yuma County Fire Protection District),12570-RW01,12570-RW01,2020/04/19 15:17:00,W,320-60517,,PFAS_PFOS,"PFOS and PFOA, Total Combined",N,ND,,,,,,ppt,Fire Station,Fire Station,RW,RAW,12570,FS
12570,Hale Fire & Rescue Department (Yuma County Fire Protection District),12570-RW01,12570-RW01,2020/04/19 15:17:00,W,320-60517,,TOTAL_PFAS,Total PFAS,Y,0.23,0.23,,,,,ppt,Fire Station,Fire Station,RW,RAW,12570,FS
1357,Lefthand FPD,1357-RW01,1357-RW01,2020/04/15 13:00:00,W,320-60282,320-60282,13252-13-6,Hexafluoropropylene oxide dimer acid,N,ND,,3.7,1.4,3.7,U,ppt,Fire Station,Fire Station,RW,RAW,1357,FS
1357,Lefthand FPD,1357-RW01,1357-RW01,2020/04/15 13:00:00,W,320-60282,320-60282,1763-23-1,Perfluorooctanesulfonic acid (PFOS),N,ND,,1.8,0.50,1.8,U,ppt,Fire Station,Fire Station,RW,RAW,1357,FS
1357,Lefthand FPD,1357-RW01,1357-RW01,2020/04/15 13:00:00,W,320-60282,320-60282,2058-94-8,Perfluoroundecanoic acid (PFUnA),N,ND,,1.8,1.0,1.8,U,ppt,Fire Station,Fire Station,RW,RAW,1357,FS
1357,Lefthand FPD,1357-RW01,1357-RW01,2020/04/15 13:00:00,W,320-60282,320-60282,2355-31-9,N-methyl perfluorooctanesulfonamidoacetic acid (MeFOSAA),N,ND,,18,2.8,18,U,ppt,Fire Station,Fire Station,RW,RAW,1357,FS
1357,Lefthand FPD,1357-RW01,1357-RW01,2020/04/15 13:00:00,W,320-60282,320-60282,2991-50-6,N-ethyl perfluorooctanesulfonamidoacetic acid (EtFOSAA),N,ND,,18,1.7,18,U,ppt,Fire Station,Fire Station,RW,RAW,1357,FS
1357,Lefthand FPD,1357-RW01,1357-RW01,2020/04/15 13:00:00,W,320-60282,320-60282,307-24-4,Perfluorohexanoic acid (PFHxA),N,ND,,1.8,0.53,1.8,U,ppt,Fire Station,Fire Station,RW,RAW,1357,FS
1357,Lefthand FPD,1357-RW01,1357-RW01,2020/04/15 13:00:00,W,320-60282,320-60282,307-55-1,Perfluorododecanoic acid (PFDoA),N,ND,,1.8,0.50,1.8,U,ppt,Fire Station,Fire Station,RW,RAW,1357,FS
1357,Lefthand FPD,1357-RW01,1357-RW01,2020/04/15 13:00:00,W,320-60282,320-60282,335-67-1,Perfluorooctanoic acid (PFOA),N,ND,,1.8,0.78,1.8,U,ppt,Fire Station,Fire Station,RW,RAW,1357,FS
1357,Lefthand FPD,1357-RW01,1357-RW01,2020/04/15 13:00:00,W,320-60282,320-60282,335-76-2,Perfluorodecanoic acid (PFDA),N,ND,,1.8,0.28,1.8,U,ppt,Fire Station,Fire Station,RW,RAW,1357,FS
1357,Lefthand FPD,1357-RW01,1357-RW01,2020/04/15 13:00:00,W,320-60282,320-60282,355-46-4,Perfluorohexanesulfonic acid (PFHxS),Y,0.29,0.29,1.8,0.16,1.8,JB,ppt,Fire Station,Fire Station,RW,RAW,1357,FS
1357,Lefthand FPD,1357-RW01,1357-RW01,2020/04/15 13:00:00,W,320-60282,320-60282,375-73-5,Perfluorobutanesulfonic acid (PFBS),N,ND,,1.8,0.18,1.8,U,ppt,Fire Station,Fire Station,RW,RAW,1357,FS
1357,Lefthand FPD,1357-RW01,1357-RW01,2020/04/15 13:00:00,W,320-60282,320-60282,375-85-9,Perfluoroheptanoic acid (PFHpA),N,ND,,1.8,0.23,1.8,U,ppt,Fire Station,Fire Station,RW,RAW,1357,FS
1357,Lefthand FPD,1357-RW01,1357-RW01,2020/04/15 13:00:00,W,320-60282,320-60282,375-95-1,Perfluorononanoic acid (PFNA),N,ND,,1.8,0.25,1.8,U,ppt,Fire Station,Fire Station,RW,RAW,1357,FS
1357,Lefthand FPD,1357-RW01,1357-RW01,2020/04/15 13:00:00,W,320-60282,320-60282,376-06-7,Perfluorotetradecanoic (PFTeA),N,ND,,1.8,0.27,1.8,U,ppt,Fire Station,Fire Station,RW,RAW,1357,FS
1357,Lefthand FPD,1357-RW01,1357-RW01,2020/04/15 13:00:00,W,320-60282,320-60282,72629-94-8,Perfluorotridecanoic acid (PFTriA),N,ND,,1.8,1.2,1.8,U,ppt,Fire Station,Fire Station,RW,RAW,1357,FS
1357,Lefthand FPD,1357-RW01,1357-RW01,2020/04/15 13:00:00,W,320-60282,320-60282,756426-58-1,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid (9Cl-PF3ONS),N,ND,,1.8,0.22,1.8,U,ppt,Fire Station,Fire Station,RW,RAW,1357,FS
1357,Lefthand FPD,1357-RW01,1357-RW01,2020/04/15 13:00:00,W,320-60282,320-60282,763051-92-9,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid (11Cl-PF3OUdS),N,ND,,1.8,0.29,1.8,U,ppt,Fire Station,Fire Station,RW,RAW,1357,FS
1357,Lefthand FPD,1357-RW01,1357-RW01,2020/04/15 13:00:00,W,320-60282,320-60282,919005-14-4,"4,8-dioxa-3H-perfluorononanoic acid (ADONA)",N,ND,,1.8,0.17,1.8,U,ppt,Fire Station,Fire Station,RW,RAW,1357,FS
1357,Lefthand FPD,1357-RW01,1357-RW01,2020/04/15 13:00:00,W,320-60282,,PFAS_PFOS,"PFOS and PFOA, Total Combined",N,ND,,,,,,ppt,Fire Station,Fire Station,RW,RAW,1357,FS
